idx,open,high,low,close,volume
752,78281.45,78281.46,78251.30,78257.31,20.8430
753,78257.32,78280.01,78190.01,78230.01,26.9561
754,78230.00,78350.01,78211.62,78350.01,43.9434
755,78350.01,78369.86,78278.00,78313.77,27.2604
756,78313.77,78324.15,78265.10,78285.34,18.2088
757,78285.35,78382.01,78269.06,78382.01,48.3601
758,78382.00,78450.01,78046.20,78190.01,169.1803
759,78190.01,78216.27,78044.96,78118.01,48.1129
760,78118.00,78165.36,78070.02,78126.99,38.5230
761,78126.99,78137.45,78066.70,78074.81,41.7717
762,78074.81,78102.01,78040.40,78053.43,53.8638
763,78053.42,78156.01,78046.68,78110.74,47.4337
764,78110.73,78172.56,78110.73,78126.62,25.4571
765,78126.61,78126.62,78026.00,78026.01,16.8024
766,78026.01,78074.85,78026.00,78042.86,21.9898
767,78042.86,78098.94,78034.00,78098.94,21.0372
768,78098.93,78098.94,78050.00,78062.00,31.8792
769,78062.01,78124.99,78005.20,78120.07,54.7317
770,78120.01,78124.89,78005.00,78010.00,31.0290
771,78010.00,78110.53,77990.50,78083.43,67.4981
772,78083.44,78110.01,78008.62,78008.62,39.1789
773,78008.62,78084.02,77983.96,78007.12,38.2465
774,78007.12,78041.85,77982.88,78023.29,22.8745
775,78023.29,78090.01,77988.00,78090.01,31.7550
776,78090.00,78170.01,78090.00,78170.01,80.6643
777,78170.00,78182.01,78110.53,78120.00,35.5408
778,78120.00,78146.01,78090.00,78096.01,42.0835
779,78096.00,78106.01,78026.32,78051.59,38.1194
780,78051.58,78060.01,78032.00,78043.11,26.9331
781,78043.12,78075.92,77972.30,78037.18,107.9796
782,78037.18,78084.67,78022.00,78040.00,27.3899
783,78040.00,78052.01,78011.68,78029.00,17.8969
784,78029.01,78093.89,78029.00,78093.89,26.2525
785,78093.89,78147.81,78076.20,78076.20,33.0912
786,78076.20,78178.01,78055.56,78178.00,29.1563
787,78178.01,78402.52,78146.04,78394.87,164.3343
788,78394.86,78972.68,78350.00,78958.40,295.3965
789,78958.41,79320.00,78849.25,79297.04,448.6808
790,79297.04,79995.00,79226.60,79994.99,744.3921
791,79994.99,80500.00,79928.07,80044.68,879.3899
792,80044.68,80165.18,79900.00,80073.09,353.0965
793,80073.09,80361.82,80073.09,80361.44,1073.0703
794,80361.44,80626.58,80110.10,80220.33,406.7195
795,80219.14,80320.92,80118.61,80303.26,132.7671
796,80303.25,80665.05,80303.25,80643.93,284.7618
797,80643.93,80989.99,80609.05,80952.63,496.7495
798,80952.63,80958.04,80572.86,80705.08,361.5714
799,80705.08,80740.00,80500.00,80654.57,228.4382
800,80654.56,80815.72,80551.47,80640.52,176.8943
801,80640.52,80800.00,80602.13,80784.67,154.5167
802,80784.67,80957.22,80717.00,80865.62,145.7148
803,80865.63,80967.72,80821.42,80915.04,110.3268
804,80915.04,80937.84,80823.27,80937.83,103.2958
805,80937.83,81050.00,80704.26,80718.84,309.9789
806,80718.83,80882.06,80576.43,80589.98,224.5775
807,80589.99,80779.00,80566.66,80768.43,168.4596
808,80768.43,81087.99,80768.43,80901.96,242.1310
809,80901.97,81105.86,80856.24,81105.85,186.2243
810,81105.85,81154.67,80891.27,80965.99,201.5036
811,80966.00,80976.59,80720.00,80822.93,98.7521
812,80822.93,80856.16,80748.27,80769.22,79.0183
813,80769.23,80769.23,80644.80,80644.80,70.2207
814,80644.80,80744.11,80501.00,80676.93,144.1641
815,80676.93,80818.40,80676.93,80703.55,90.9209
816,80703.55,80768.54,80616.84,80725.60,84.1129
817,80725.60,80830.00,80671.53,80827.41,104.9609
818,80827.40,80902.00,80734.86,80814.01,167.2339
819,80814.01,80970.27,80772.29,80967.33,56.7345
820,80967.33,81050.00,80906.60,80968.02,136.0567
821,80968.02,81074.61,80900.16,81004.01,72.8581
822,81004.00,81051.57,80868.15,81051.56,92.2122
823,81051.56,81258.01,81023.69,81200.61,168.6059
824,81200.61,81200.61,80966.00,81006.30,115.5183
825,81006.31,81008.75,80900.00,80999.99,42.7044
826,80999.99,80999.99,80832.34,80853.74,73.6579
827,80853.73,80940.01,80770.00,80938.58,65.0127
828,80938.57,80950.00,80840.01,80846.74,60.4395
829,80846.75,80887.60,80768.80,80876.32,84.4363
830,80876.31,80897.59,80794.29,80794.29,31.4556
831,80794.29,80898.96,80766.43,80898.95,66.0305
832,80898.95,80941.96,80782.74,80811.48,51.3553
833,80811.47,80827.81,80622.74,80759.74,76.5930
834,80759.74,80800.00,80718.00,80745.20,35.2608
835,80745.19,80745.20,80555.54,80597.96,94.6725
836,80597.95,80716.01,80597.95,80680.96,47.1107
837,80680.97,80774.01,80672.02,80774.00,27.5233
838,80774.00,80870.00,80758.25,80849.75,45.5494
839,80849.76,80918.47,80847.24,80866.72,84.5532
840,80866.71,81019.01,80857.99,81019.00,74.7540
841,81019.00,81019.01,80875.30,80907.55,50.6106
842,80907.54,80981.95,80894.22,80922.01,44.6031
843,80922.01,80948.00,80796.92,80872.00,83.7775
844,80872.00,80908.01,80834.65,80908.01,85.4554
845,80908.01,80923.06,80838.00,80838.00,59.2085
846,80838.00,80994.10,80812.00,80990.25,44.8193
847,80990.25,81050.00,80915.81,81042.00,62.3359
848,81042.01,81148.00,80984.00,81128.00,174.9981
849,81128.00,81128.00,80920.82,80943.39,30.5234
850,80943.38,81037.78,80932.91,81037.77,46.6321
851,81037.77,81072.88,80983.25,81003.13,49.8134
852,81003.13,81003.13,80879.91,80938.43,54.8415
853,80938.44,81017.75,80912.00,80976.01,40.1115
854,80976.01,81088.00,80951.69,81087.99,39.8831
855,81087.99,81208.00,81087.99,81196.00,52.5482
856,81196.01,81400.00,81141.06,81221.99,141.5660
857,81221.99,81223.87,81118.00,81137.88,64.5608
858,81137.91,81310.65,81137.91,81257.43,79.4728
859,81257.43,81257.43,81130.00,81130.00,52.7503
860,81130.00,81151.48,81058.00,81072.00,72.1682
861,81072.00,81245.98,81070.00,81244.68,57.3628
862,81244.68,81350.01,81170.74,81298.62,51.1722
863,81298.63,81337.66,81135.03,81137.14,82.8497
864,81137.15,81253.11,81137.15,81204.76,103.8447
865,81204.77,81217.54,81081.26,81186.01,51.8309
866,81186.00,81235.00,80962.00,80988.01,71.1781
867,80988.01,81121.56,80978.01,81078.01,60.4451
868,81078.01,81220.00,81050.00,81210.28,56.1122
869,81210.28,81210.28,81074.49,81082.42,59.7400
870,81082.41,81082.42,80941.65,81022.00,44.0458
871,81022.01,81057.52,81008.10,81025.09,24.7550
872,81025.09,81042.79,80956.37,81005.47,34.6477
873,81005.47,81176.47,80973.45,81168.01,44.0505
874,81168.00,81188.00,81081.10,81086.01,66.3313
875,81086.00,81164.01,81077.38,81079.99,75.4574
876,81079.99,81110.01,81070.00,81110.01,31.9584
877,81110.01,81192.05,81092.00,81191.76,59.3186
878,81191.76,81244.99,81143.31,81164.01,35.9186
879,81164.00,81291.95,81156.95,81277.61,58.5722
880,81277.61,81290.01,81108.17,81116.00,54.5423
881,81116.01,81192.01,81116.01,81188.51,31.2198
882,81188.50,81242.01,81169.72,81190.01,33.8238
883,81190.00,81204.01,81142.99,81151.67,41.3077
884,81151.67,81254.01,81151.66,81254.00,27.8255
885,81254.00,81300.00,81212.15,81220.69,37.4378
886,81220.70,81226.37,81146.67,81226.36,62.8189
887,81226.37,81251.55,81194.02,81218.64,23.5736
888,81218.65,81242.20,81215.99,81238.20,21.7607
889,81238.20,81274.01,81202.55,81240.01,36.9600
890,81240.01,81342.66,81240.00,81342.65,70.8911
891,81342.65,81370.57,81221.70,81241.98,46.9386
892,81241.98,81334.99,81241.97,81328.01,18.2581
893,81328.01,81347.26,81262.04,81262.04,27.0465
894,81262.04,81265.01,81237.42,81265.00,29.8680
895,81265.00,81265.01,81168.89,81168.89,48.0613
896,81168.90,81184.01,81077.55,81184.01,42.9277
897,81184.00,81193.84,81124.00,81124.00,15.0611
898,81124.00,81125.19,81099.58,81125.19,42.4285
899,81125.20,81128.01,81100.03,81128.00,15.9562
900,81128.00,81166.00,81088.85,81139.02,45.9374
901,81139.03,81200.00,81139.02,81162.00,22.8203
902,81162.00,81174.01,81092.00,81134.79,32.3584
903,81134.79,81175.65,81095.22,81175.64,98.3784
904,81175.65,81195.38,81132.15,81132.16,14.7653
905,81132.16,81132.16,81062.00,81062.00,29.6860
906,81062.01,81062.01,80999.13,80999.14,37.5636
907,80999.13,81030.01,80944.00,81030.00,51.8845
908,81030.01,81030.01,80898.59,80904.01,53.8113
909,80904.01,80920.01,80862.61,80899.99,52.8092
910,80899.99,80910.00,80884.00,80909.99,19.9455
911,80909.99,80968.01,80900.00,80912.70,19.4658
912,80912.70,80976.01,80880.93,80883.87,197.9052
913,80883.86,80960.40,80844.58,80860.00,115.7849
914,80859.99,80936.86,80848.69,80860.21,57.9796
915,80860.21,80976.01,80858.96,80976.01,32.9310
916,80976.00,81071.01,80975.14,81071.00,29.2707
917,81071.01,81094.18,81023.28,81068.01,32.1912
918,81068.00,81100.00,81068.00,81100.00,16.6530
919,81100.00,81281.12,81099.99,81258.00,61.6011
920,81258.01,81276.00,81250.01,81274.00,19.5347
921,81274.00,81333.90,81262.00,81322.03,32.1140
922,81322.04,81350.00,81271.02,81291.18,38.2117
923,81291.17,81534.87,81278.44,81424.21,180.3615
924,81424.22,81668.99,81424.21,81668.98,137.7431
925,81668.99,81741.00,81494.00,81496.61,106.8734
926,81496.62,81524.94,81382.00,81404.82,57.5772
927,81404.83,81408.13,81281.06,81281.07,41.9881
928,81281.08,81313.03,81174.03,81174.04,35.2580
929,81174.03,81298.01,81088.65,81298.00,51.0906
930,81298.01,81323.19,81258.00,81260.97,35.6279
931,81260.96,81266.01,81108.00,81108.01,63.5264
932,81108.01,81169.89,81050.00,81146.00,37.2590
933,81146.01,81172.01,81122.70,81172.00,8.9013
934,81172.01,81321.53,81172.00,81321.53,18.6033
935,81321.53,81440.00,81321.53,81330.05,64.2114
936,81330.05,81332.01,81267.00,81280.99,44.5052
937,81281.00,81312.01,81267.00,81274.21,14.9568
938,81274.21,81360.00,81264.00,81359.99,35.6542
939,81359.98,81418.01,81359.98,81375.93,25.8104
940,81375.93,81375.93,81328.00,81355.19,32.6719
941,81355.20,81445.71,81344.00,81438.39,27.4658
942,81438.38,81438.38,81355.00,81355.00,38.9340
943,81355.01,81406.01,81335.00,81362.39,27.3449
944,81362.39,81439.52,81330.01,81339.49,43.7843
945,81339.49,81347.00,81301.00,81322.01,50.4578
946,81322.00,81322.00,81291.00,81317.02,33.1275
947,81317.02,81317.02,81291.31,81294.01,29.9066
948,81294.01,81310.00,81280.00,81304.72,34.2445
949,81304.73,81402.01,81288.00,81402.00,41.8299
950,81402.00,81402.01,81324.00,81327.01,24.6538
951,81327.00,81327.01,81288.00,81288.00,20.2940
952,81288.01,81288.01,81191.83,81191.83,24.9060
953,81191.84,81240.00,81182.54,81188.01,37.4867
954,81188.02,81190.00,81142.00,81142.20,15.0892
955,81142.20,81159.68,81122.19,81124.01,10.7295
956,81124.00,81139.17,81114.08,81123.45,14.0425
957,81123.45,81168.33,81123.45,81168.01,11.1102
958,81168.01,81180.00,81166.00,81180.00,9.6837
959,81179.99,81181.26,81165.00,81181.26,10.1106
960,81181.26,81189.99,81136.01,81136.01,9.8156
961,81136.02,81145.33,81114.08,81143.02,17.0355
962,81143.02,81224.60,81143.02,81191.36,56.9666
963,81191.37,81212.01,81191.36,81208.30,9.1108
964,81208.29,81228.03,81146.83,81146.83,11.2373
965,81146.83,81186.01,81128.02,81150.37,18.2555
966,81150.37,81184.63,81130.00,81137.69,20.6473
967,81137.70,81137.70,81000.00,81000.01,48.9799
968,81000.00,81023.21,80924.49,80930.00,33.3126
969,80930.00,81017.63,80911.12,80971.95,48.6969
970,80971.95,80990.01,80942.01,80983.07,20.6478
971,80983.07,81017.01,80966.10,81012.30,25.6205
972,81012.30,81026.01,80997.44,81024.00,13.4156
973,81024.01,81074.16,81024.00,81068.02,14.0449
974,81068.01,81136.01,81068.01,81124.70,14.7194
975,81124.70,81124.71,81044.32,81044.32,24.9234
976,81044.32,81094.01,81018.00,81080.00,26.0662
977,81080.00,81082.54,81025.34,81082.54,18.0466
978,81082.54,81146.01,81073.32,81073.32,14.3704
979,81073.32,81089.41,81053.29,81089.41,10.0592
980,81089.41,81116.01,81061.24,81114.85,8.0767
981,81114.85,81114.85,81024.02,81026.62,32.8940
982,81026.62,81046.01,81018.01,81024.17,25.1485
983,81024.17,81078.87,81024.17,81074.00,28.2813
984,81074.01,81084.32,81012.00,81040.01,19.1576
985,81040.01,81067.53,81002.00,81017.77,22.9123
986,81017.77,81064.01,81017.77,81040.00,9.1526
987,81040.00,81040.00,81001.50,81001.51,13.5303
988,81001.51,81046.01,80984.65,80984.65,22.2964
989,80984.66,80984.66,80950.34,80950.35,14.9573
990,80950.35,80984.66,80925.76,80966.54,23.8943
991,80966.55,81065.99,80966.55,81065.98,29.4075
992,81065.98,81086.20,81064.69,81079.76,13.4684
993,81079.76,81086.19,81069.85,81069.85,17.8834
994,81069.85,81101.68,81069.85,81072.00,10.0029
995,81072.01,81072.01,81045.37,81045.37,28.2012
996,81045.37,81054.00,81030.00,81052.01,18.2570
997,81052.02,81081.58,81052.01,81081.57,7.2104
998,81081.57,81111.01,81081.57,81111.00,13.2136
999,81111.01,81126.01,81111.00,81126.00,8.9642
